action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,555403,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc2nc(/C=C/c3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)ccc2c1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL433457,,CHEMBL433457,8.47,0,http://www.openphacts.org/units/Nanomolar,95703,=,1,1,=,,IC50,nM,,3.4,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,3.4
,,555405,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(CNc2ccc3c(COc4ccccc4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL57560,,CHEMBL57560,8.32,0,http://www.openphacts.org/units/Nanomolar,95675,=,1,1,=,,IC50,nM,,4.8,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,4.8
,,555958,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccc([N+](=O)[O-])c3)oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL265046,,CHEMBL265046,7.51,0,http://www.openphacts.org/units/Nanomolar,270224,=,1,1,=,,IC50,nM,,31.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.031
,,557735,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc2c(/C=C/c3ccc4ccccc4n3)cccc2c1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL57561,,CHEMBL57561,,0,http://www.openphacts.org/units/Nanomolar,95692,>,1,1,>,,IC50,nM,,50.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,50.0
,,559013,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(C(=O)Nc2ccc3c(COc4cccc(C(F)(F)F)c4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL52599,,CHEMBL52599,7.82,0,http://www.openphacts.org/units/Nanomolar,95676,=,1,1,=,,IC50,nM,,15.2,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,15.2
,,560753,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)Nc3ccccc3)oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL343974,,CHEMBL343974,5.64,0,http://www.openphacts.org/units/Nanomolar,270229,=,1,1,=,,IC50,nM,,2300.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,2.3
,,561200,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4ccccc4n3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL440297,,CHEMBL440297,8.02,0,http://www.openphacts.org/units/Nanomolar,95668,=,1,1,=,,IC50,nM,,9.5,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,9.5
,,561202,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3cccc(C(F)(F)F)c3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL299063,,CHEMBL299063,8.19,0,http://www.openphacts.org/units/Nanomolar,95695,=,1,1,=,,IC50,nM,,6.5,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,6.5
,,563568,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3cc(Cl)c4ccccc4n3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56642,,CHEMBL56642,7.98,0,http://www.openphacts.org/units/Nanomolar,95698,=,1,1,=,,IC50,nM,,10.5,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,10.5
,,563570,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL293782,,CHEMBL293782,8.08,0,http://www.openphacts.org/units/Nanomolar,95684,=,1,1,=,,IC50,nM,,8.3,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,8.3
,,565882,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL57617,,CHEMBL57617,7.82,0,http://www.openphacts.org/units/Nanomolar,95700,=,1,1,=,,IC50,nM,,15.1,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,15.1
,,566617,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)CCC(=O)c3cccs3)oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL138045,,CHEMBL138045,4.72,0,http://www.openphacts.org/units/Nanomolar,270226,=,1,1,=,,IC50,nM,,19000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,19.0
,,567100,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(/C=C/c2cccc3cc(NS(=O)(=O)C(F)(F)F)ccc23)c1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL59436,,CHEMBL59436,8.18,0,http://www.openphacts.org/units/Nanomolar,95694,=,1,1,=,,IC50,nM,,6.6,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,6.6
,,571027,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(CNc2ccc3c(/C=C/c4cccc(C(F)(F)F)c4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56361,,CHEMBL56361,8.16,0,http://www.openphacts.org/units/Nanomolar,95679,=,1,1,=,,IC50,nM,,6.9,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,6.9
,,571028,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(C(=O)Nc2ccc3c(COc4ccc(Br)cc4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56741,,CHEMBL56741,7.67,0,http://www.openphacts.org/units/Nanomolar,95677,=,1,1,=,,IC50,nM,,21.3,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,21.3
,,571713,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,CCOc1ccc(C(=O)/C=C/C(=O)N[C@@H](C)c2nc3scc(C)c3c(=O)o2)cc1,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL141311,,CHEMBL141311,6.58,0,http://www.openphacts.org/units/Nanomolar,270232,=,1,1,=,,IC50,nM,,260.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.26
,,571716,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3ccccc3[N+](=O)[O-])oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL345042,,CHEMBL345042,7.85,0,http://www.openphacts.org/units/Nanomolar,270230,=,1,1,=,,IC50,nM,,14.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.014
,,572307,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1)Oc1ccccc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL59252,,CHEMBL59252,,0,http://www.openphacts.org/units/Nanomolar,95687,>,1,1,>,,IC50,nM,,50.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,50.0
,,572931,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3cccc(C#N)c3)oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL141684,,CHEMBL141684,7.39,0,http://www.openphacts.org/units/Nanomolar,270231,=,1,1,=,,IC50,nM,,41.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.041
,,573487,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4cccc(Cl)c4n3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL442168,,CHEMBL442168,8.49,0,http://www.openphacts.org/units/Nanomolar,95699,=,1,1,=,,IC50,nM,,3.2,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,3.2
,,573489,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)c1ccccc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL55962,,CHEMBL55962,,0,http://www.openphacts.org/units/Nanomolar,95683,>,1,1,>,,IC50,nM,,50.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,50.0
,,573490,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(C(=O)Nc2ccc3c(OCc4cccc(Br)c4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL57565,,CHEMBL57565,8.21,0,http://www.openphacts.org/units/Nanomolar,95671,=,1,1,=,,IC50,nM,,6.1,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,6.1
,,574102,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,CC(=O)/C=C/C(=O)N[C@@H](C)c1nc2scc(C)c2c(=O)o1,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL137847,,CHEMBL137847,6.43,0,http://www.openphacts.org/units/Nanomolar,270228,=,1,1,=,,IC50,nM,,370.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.37
,,574637,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL292678,,CHEMBL292678,,0,http://www.openphacts.org/units/Nanomolar,95691,>,1,1,>,,IC50,nM,,50.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,50.0
,,574638,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(CNc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56849,,CHEMBL56849,8.57,0,http://www.openphacts.org/units/Nanomolar,95681,=,1,1,=,,IC50,nM,,2.7,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,2.7
,,574639,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(C(=O)Nc2ccc3c(OCc4cccc(C(F)(F)F)c4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL57465,,CHEMBL57465,8.13,0,http://www.openphacts.org/units/Nanomolar,95670,=,1,1,=,,IC50,nM,,7.4,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,7.4
,,575767,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2nc(/C=C/c3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)ccc2c1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL293998,,CHEMBL293998,8.20,0,http://www.openphacts.org/units/Nanomolar,95669,=,1,1,=,,IC50,nM,,6.3,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,6.3
,,577152,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)NS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL54930,,CHEMBL54930,8.33,0,http://www.openphacts.org/units/Nanomolar,95685,=,1,1,=,,IC50,nM,,4.7,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,4.7
,,577153,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(C(=O)Nc2ccc3c(/C=C/c4cccc(C(F)(F)F)c4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56307,,CHEMBL56307,8.16,0,http://www.openphacts.org/units/Nanomolar,95680,=,1,1,=,,IC50,nM,,6.9,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,6.9
,,578354,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL299043,,CHEMBL299043,8.49,0,http://www.openphacts.org/units/Nanomolar,95701,=,1,1,=,,IC50,nM,,3.2,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,3.2
,,578356,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,CC(=O)Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56701,,CHEMBL56701,7.37,0,http://www.openphacts.org/units/Nanomolar,95688,=,1,1,=,,IC50,nM,,43.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,43.0
,,578357,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(C(=O)Nc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL293304,,CHEMBL293304,7.76,0,http://www.openphacts.org/units/Nanomolar,95682,=,1,1,=,,IC50,nM,,17.4,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,17.4
,,578963,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3ccc(Cl)cc3)oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL139405,,CHEMBL139405,7.22,0,http://www.openphacts.org/units/Nanomolar,270233,=,1,1,=,,IC50,nM,,60.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.06
,,578966,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)CCC(=O)c3ccccc3)oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL344631,,CHEMBL344631,4.68,0,http://www.openphacts.org/units/Nanomolar,270227,=,1,1,=,,IC50,nM,,21000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,21.0
,,579669,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3ccccc3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56153,,CHEMBL56153,8.12,0,http://www.openphacts.org/units/Nanomolar,95697,=,1,1,=,,IC50,nM,,7.5,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,7.5
,,579671,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3ccc(Cl)cc3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56633,,CHEMBL56633,8.37,0,http://www.openphacts.org/units/Nanomolar,95696,=,1,1,=,,IC50,nM,,4.3,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,4.3
,,580776,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc2c(/C=C/c3ccc4ccc(Cl)cc4n3)cccc2c1)NS(=O)(=O)c1ccccc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL440672,,CHEMBL440672,8.17,0,http://www.openphacts.org/units/Nanomolar,95686,=,1,1,=,,IC50,nM,,6.7,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,6.7
,,581359,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(C(=O)/C=C/C(=O)N[C@@H](C)c2nc3scc(C)c3c(=O)o2)c1,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL140485,,CHEMBL140485,7.54,0,http://www.openphacts.org/units/Nanomolar,270234,=,1,1,=,,IC50,nM,,29.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.029
,,581898,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(CNc2ccc3c(COc4ccc(Br)cc4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL293262,,CHEMBL293262,8.55,0,http://www.openphacts.org/units/Nanomolar,95673,=,1,1,=,,IC50,nM,,2.8,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,2.8
,,583099,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)Nc1ccc2c(/C=C/c3ccc4cc(Cl)ccc4n3)cccc2c1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56901,,CHEMBL56901,,0,http://www.openphacts.org/units/Nanomolar,95689,>,1,1,>,,IC50,nM,,50.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,50.0
,,583818,[],CHEMBL658391,Inhibitory activity against cytomegalovirus protease (CMV),F,,,BAO_0000190,BAO_0000019,assay format,Cc1csc2nc([C@H](C)NC(=O)/C=C/C(=O)c3ccccc3)oc(=O)c12,,,CHEMBL1132681,Bioorg Med Chem Lett,1999,,CHEMBL141812,,CHEMBL141812,7.52,0,http://www.openphacts.org/units/Nanomolar,270223,=,1,1,=,,IC50,nM,,30.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.03
,,584444,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(C(=O)Nc2ccc3c(COc4cccc(Cl)c4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL57169,,CHEMBL57169,7.82,0,http://www.openphacts.org/units/Nanomolar,95678,=,1,1,=,,IC50,nM,,15.3,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,15.3
,,584445,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc(CNc2ccc3c(COc4cccc(Cl)c4)cccc3c2)cc1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56210,,CHEMBL56210,8.51,0,http://www.openphacts.org/units/Nanomolar,95674,=,1,1,=,,IC50,nM,,3.1,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,3.1
,,586998,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,CN(C)c1ccc2nc(/C=C/c3cccc4cc(NS(=O)(=O)C(F)(F)F)ccc34)ccc2c1,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL299278,,CHEMBL299278,8.43,0,http://www.openphacts.org/units/Nanomolar,95702,=,1,1,=,,IC50,nM,,3.7,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,3.7
,,590764,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3ccccn3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL299924,,CHEMBL299924,7.18,0,http://www.openphacts.org/units/Nanomolar,95667,=,1,1,=,,IC50,nM,,66.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,66.0
,,592063,[],CHEMBL687228,Inhibitory concentration against HCMV protease.,F,,,BAO_0000190,BAO_0000019,assay format,O=S(=O)(Nc1ccc2c(/C=C/c3ccc4ccccc4c3)cccc2c1)C(F)(F)F,,,CHEMBL1149136,J Med Chem,2004,,CHEMBL56516,,CHEMBL56516,7.82,0,http://www.openphacts.org/units/Nanomolar,95693,=,1,1,=,,IC50,nM,,15.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,nM,UO_0000065,,15.0
